user_id,talk_id,view_time
2,10636,9/23/2016 13:54
2,10686,9/23/2016 14:27
2,10686,9/23/2016 14:27
2,10580,9/23/2016 14:52
2,10680,9/23/2016 14:59
2,10616,9/23/2016 15:02
2,10664,9/23/2016 15:05
2,10591,9/23/2016 15:07
2,10695,9/24/2016 23:30
2,10626,9/24/2016 23:32
2,10695,9/25/2016 12:19
2,10627,9/25/2016 12:20
2,10612,9/25/2016 13:00
2,10612,9/25/2016 13:00
2,10683,9/25/2016 14:45
2,10677,9/25/2016 14:45
2,10681,9/25/2016 14:46
2,10572,9/25/2016 14:46
2,10661,9/25/2016 14:47
2,10564,9/25/2016 14:47
2,10624,9/25/2016 14:47
2,10591,9/25/2016 14:48
2,10620,9/25/2016 14:48
2,10682,9/25/2016 14:48
2,10583,9/25/2016 14:48
2,10664,9/26/2016 13:02
2,10617,9/26/2016 13:31
2,10699,9/26/2016 14:37
2,10664,9/26/2016 18:24
2,10676,9/26/2016 18:25
2,10676,9/26/2016 18:26
2,10564,9/26/2016 23:23
2,10699,9/27/2016 10:23
2,10699,9/27/2016 10:23
2,10681,9/27/2016 21:57
2,10591,9/27/2016 21:57
2,10672,9/27/2016 22:00
2,10677,9/27/2016 22:02
2,10718,9/28/2016 10:39
2,10721,9/29/2016 22:48
2,10721,9/29/2016 22:49
2,10724,9/30/2016 0:31
2,10724,9/30/2016 0:32
2,10724,9/30/2016 0:33
2,10583,10/4/2016 17:22
2,10583,10/4/2016 17:23
2,10582,10/4/2016 18:21
2,10582,10/4/2016 18:21
2,10795,10/6/2016 14:32
2,10795,10/10/2016 14:15
2,10795,10/10/2016 22:01
2,10795,10/10/2016 22:02
2,10795,10/10/2016 22:03
2,10795,10/10/2016 22:04
2,10795,10/10/2016 22:11
2,10795,10/10/2016 22:13
2,10543,10/11/2016 22:03
2,10687,10/11/2016 22:06
2,10687,10/11/2016 22:09
2,10687,10/11/2016 22:14
2,10702,10/13/2016 0:05
2,10702,10/13/2016 0:11
2,10702,10/13/2016 0:12
2,10591,10/23/2016 0:30
2,10591,10/23/2016 0:31
2,10636,10/23/2016 0:32
2,10651,10/23/2016 0:33
2,10636,10/23/2016 0:34
2,10637,10/23/2016 0:35
2,10558,11/3/2016 20:53
2,10570,11/3/2016 20:55
2,10570,11/3/2016 20:55
2,10619,11/3/2016 20:55
2,10619,11/3/2016 20:56
2,10492,11/3/2016 21:03
2,10492,11/3/2016 21:04
2,10612,11/15/2016 16:41
2,10612,11/15/2016 16:42
2,10612,11/15/2016 16:44
21,10517,8/14/2016 17:16
21,10516,8/14/2016 17:16
21,10562,9/2/2016 13:07
21,10532,9/5/2016 10:38
21,10636,9/21/2016 20:58
21,10620,9/21/2016 21:00
82,10488,8/4/2016 12:13
82,10464,8/4/2016 12:15
82,10490,8/4/2016 12:40
82,10488,8/4/2016 15:16
82,10488,8/4/2016 15:17
82,10488,8/5/2016 12:15
82,10491,8/15/2016 19:45
82,10491,8/15/2016 19:46
82,10491,8/15/2016 19:47
82,10491,8/15/2016 19:48
82,10491,8/15/2016 19:49
1460,10562,9/5/2016 20:46
1460,10562,9/5/2016 22:07
1475,10554,9/1/2016 12:01
1475,10554,9/1/2016 12:01
1475,10554,9/1/2016 12:02
1594,10492,8/4/2016 13:45
1594,10496,8/4/2016 13:52
1634,10610,9/11/2016 18:03
1634,10698,9/25/2016 13:12
1634,10699,9/25/2016 13:12
1634,10694,9/25/2016 13:13
1687,10488,8/4/2016 10:23
1687,10488,8/4/2016 10:24
1687,10488,8/4/2016 11:03
1687,10488,8/4/2016 11:05
1687,10488,8/5/2016 14:35
1765,10522,8/20/2016 9:55
1765,10552,9/1/2016 23:33
1765,10562,9/2/2016 9:46
1765,10562,9/2/2016 9:49
1765,10527,9/2/2016 11:29
1765,10562,9/2/2016 11:29
1765,10562,9/2/2016 11:30
1765,10552,9/2/2016 13:27
1765,10523,9/4/2016 13:22
1765,10546,9/4/2016 13:25
1765,10523,9/6/2016 14:40
1765,10607,9/9/2016 9:14
1765,10558,9/9/2016 9:21
1765,10631,9/13/2016 14:29
1765,10637,9/15/2016 9:24
1765,10637,9/16/2016 9:01
1765,10637,9/16/2016 9:36
1765,10627,9/25/2016 12:26
1765,10627,9/26/2016 14:39
2155,10634,9/14/2016 15:09
2217,10590,9/13/2016 12:23
2217,10551,9/13/2016 12:27
2418,10523,9/5/2016 22:19
2418,10549,9/5/2016 22:20
2418,10572,9/10/2016 14:39
2418,10615,9/10/2016 14:59
2418,10654,9/19/2016 11:39
2418,10654,9/19/2016 11:39
2418,10615,9/19/2016 11:40
2418,10572,9/27/2016 8:22
2418,10695,9/27/2016 8:24
2418,10572,9/27/2016 8:28
2418,10695,9/27/2016 8:29
2418,10615,10/31/2016 16:41
2418,10572,10/31/2016 16:42
2418,10617,10/31/2016 16:46
2418,10615,10/31/2016 16:46
2418,10572,10/31/2016 16:50
2418,10615,10/31/2016 16:50
2418,10617,10/31/2016 16:51
2815,10534,8/26/2016 13:18
2964,10651,9/16/2016 17:10
2964,10636,9/16/2016 17:10
2964,10636,9/16/2016 17:12
2964,10651,9/16/2016 17:12
2964,10591,9/27/2016 15:32
2964,10591,9/30/2016 10:04
2964,10591,9/30/2016 10:10
3186,10662,9/19/2016 8:50
3186,10564,9/26/2016 14:26
3302,10665,9/21/2016 18:53
3302,10665,9/22/2016 15:09
3302,10676,9/26/2016 18:25
3420,10488,8/4/2016 9:03
3420,10488,8/4/2016 9:04
3420,10488,8/4/2016 10:50
3420,10488,8/4/2016 10:57
3420,10488,8/4/2016 11:00
3420,10488,8/4/2016 11:06
3420,10665,9/23/2016 9:20
3423,10465,8/31/2016 16:44
3423,10544,8/31/2016 16:49
3423,10546,8/31/2016 18:13
3423,10548,8/31/2016 18:32
3423,10548,8/31/2016 18:34
3423,10548,8/31/2016 18:38
3423,10548,8/31/2016 18:42
3423,10548,8/31/2016 18:42
3423,10465,8/31/2016 18:53
3423,10465,9/1/2016 0:22
3423,10552,9/2/2016 13:41
3423,10465,9/2/2016 14:34
3423,10465,9/4/2016 0:15
3423,10548,9/5/2016 11:46
3423,10553,9/5/2016 11:46
3423,10548,9/5/2016 11:53
3423,10546,9/5/2016 12:03
3423,10567,9/5/2016 12:46
3423,10546,9/5/2016 23:06
3423,10562,9/6/2016 14:23
3423,10562,9/6/2016 18:52
3423,10562,9/6/2016 19:04
3423,10589,9/7/2016 13:24
3423,10548,9/7/2016 13:52
3423,10553,9/7/2016 13:52
3423,10548,9/9/2016 10:38
3423,10548,9/9/2016 11:37
3423,10589,9/9/2016 11:47
3423,10589,9/10/2016 16:15
3423,10592,9/10/2016 22:20
3423,10548,9/10/2016 22:22
3423,10551,9/10/2016 22:23
3423,10627,9/12/2016 17:29
3423,10627,9/12/2016 17:30
3423,10627,9/12/2016 17:30
3423,10627,9/13/2016 13:33
3423,10603,9/13/2016 13:36
3423,10604,9/13/2016 15:35
3423,10570,9/13/2016 15:38
3423,10627,9/16/2016 11:44
3423,10631,9/16/2016 11:50
3423,10647,9/16/2016 12:01
3423,10648,9/16/2016 16:55
3423,10649,9/16/2016 17:03
3423,10649,9/16/2016 17:49
3423,10630,9/16/2016 17:52
3423,10654,9/16/2016 18:10
3423,10655,9/16/2016 18:32
3423,10570,9/17/2016 20:17
3423,10570,9/17/2016 20:37
3423,10662,9/18/2016 18:06
3423,10654,9/20/2016 0:10
3423,10648,9/20/2016 0:11
3423,10662,9/20/2016 0:15
3423,10665,9/20/2016 21:21
3423,10636,9/20/2016 21:23
3423,10651,9/20/2016 21:23
3423,10662,9/20/2016 21:25
3423,10665,9/21/2016 10:47
3423,10662,9/21/2016 10:48
3423,10655,9/21/2016 10:49
3423,10649,9/21/2016 10:51
3423,10647,9/21/2016 10:52
3423,10627,9/21/2016 10:53
3423,10649,9/21/2016 10:54
3423,10662,9/21/2016 18:25
3423,10662,9/21/2016 18:26
3423,10662,9/22/2016 8:54
3423,10662,9/22/2016 19:31
3423,10682,9/22/2016 19:44
3423,10682,9/22/2016 19:46
3423,10627,9/22/2016 19:47
3423,10683,9/22/2016 19:56
3423,10620,9/22/2016 20:08
3423,10684,9/22/2016 20:14
3423,10548,9/22/2016 20:19
3423,10662,9/22/2016 20:55
3423,10620,9/23/2016 17:02
3423,10665,9/23/2016 22:13
3423,10683,9/25/2016 18:11
3423,10636,9/25/2016 18:13
3425,10565,9/2/2016 11:15
3425,10565,9/2/2016 11:16
3425,10565,9/5/2016 9:06
3425,10565,9/5/2016 9:08
3425,10562,9/6/2016 16:58
3425,10562,9/6/2016 16:58
3425,10562,9/6/2016 16:59
3425,10565,9/6/2016 16:59
3425,10562,9/6/2016 17:04
3425,10562,9/6/2016 17:31
3425,10565,9/7/2016 15:20
3425,10569,9/7/2016 15:27
3425,10507,9/7/2016 16:30
3425,10558,9/7/2016 16:35
3425,10525,9/7/2016 16:44
3425,10553,9/8/2016 23:43
3425,10548,9/8/2016 23:44
3425,10553,9/8/2016 23:44
3425,10548,9/8/2016 23:44
3425,10548,9/8/2016 23:44
3425,10534,9/8/2016 23:45
3425,10589,9/8/2016 23:45
3425,10558,9/8/2016 23:46
3425,10534,9/12/2016 9:33
3425,10580,9/13/2016 1:03
3425,10631,9/13/2016 11:09
3425,10631,9/13/2016 11:11
3425,10631,9/13/2016 11:11
3425,10610,9/13/2016 11:14
3425,10548,9/13/2016 17:00
3425,10507,9/15/2016 16:22
3425,10554,9/15/2016 16:22
3425,10548,9/15/2016 16:23
3425,10534,9/15/2016 16:23
3425,10627,9/18/2016 22:26
3425,10663,9/18/2016 22:39
3425,10613,9/21/2016 10:59
3425,10630,9/21/2016 11:14
3425,10646,9/21/2016 11:14
3425,10664,9/21/2016 11:15
3425,10564,9/27/2016 18:56
3425,10665,9/28/2016 20:21
3425,10578,9/28/2016 20:22
3425,10683,10/7/2016 23:01
3425,10554,11/1/2016 22:17
3425,10507,11/1/2016 22:17
3425,10676,11/7/2016 0:51
3426,10607,9/8/2016 22:48
3426,10548,9/9/2016 2:31
3426,10534,9/9/2016 2:32
3426,10589,9/9/2016 2:34
3426,10546,9/9/2016 2:36
3426,10562,9/9/2016 2:36
3426,10558,9/9/2016 2:37
3426,10589,9/9/2016 2:44
3426,10507,9/11/2016 17:59
3426,10619,9/12/2016 16:30
3426,10620,9/12/2016 16:33
3426,10637,9/15/2016 19:40
3426,10507,9/16/2016 23:09
3426,10648,9/20/2016 22:17
3426,10665,9/20/2016 22:18
3426,10665,9/20/2016 22:19
3426,10665,9/20/2016 22:21
3426,10665,9/20/2016 22:21
3426,10662,9/21/2016 1:36
3426,10662,9/21/2016 22:41
3426,10665,9/21/2016 22:53
3426,10646,9/22/2016 14:53
3426,10550,9/22/2016 14:55
3426,10662,9/22/2016 14:55
3426,10676,9/22/2016 14:56
3426,10665,9/22/2016 18:36
3426,10665,9/22/2016 21:40
3426,10680,9/23/2016 18:35
3426,10616,9/23/2016 18:35
3426,10664,9/23/2016 18:36
3426,10591,9/23/2016 18:37
3426,10676,9/24/2016 2:11
3426,10683,9/25/2016 15:19
3426,10620,9/25/2016 15:20
3426,10474,9/29/2016 22:51
3427,10558,9/1/2016 23:04
3427,10558,9/1/2016 23:25
3427,10552,9/2/2016 0:02
3427,10558,9/2/2016 0:02
3427,10528,9/2/2016 11:29
3427,10510,9/2/2016 14:51
3427,10465,9/2/2016 14:59
3427,10523,9/5/2016 22:33
3427,10558,9/6/2016 16:14
3427,10570,9/6/2016 18:47
3427,10558,9/7/2016 13:44
3427,10558,9/7/2016 13:51
3427,10591,9/7/2016 14:02
3427,10591,9/7/2016 14:04
3427,10591,9/7/2016 14:42
3427,10558,9/7/2016 15:24
3427,10591,9/7/2016 15:35
3427,10610,9/9/2016 8:33
3427,10592,9/9/2016 8:33
3427,10558,9/9/2016 14:03
3427,10620,9/13/2016 9:16
3427,10623,9/13/2016 9:31
3427,10581,9/13/2016 10:07
3427,10570,9/14/2016 12:32
3427,10592,9/14/2016 12:34
3427,10570,9/14/2016 12:35
3427,10591,9/14/2016 12:35
3427,10619,9/14/2016 12:44
3427,10557,9/14/2016 12:45
3427,10554,9/14/2016 12:53
3427,10492,9/14/2016 23:25
3427,10591,9/14/2016 23:26
3427,10585,9/14/2016 23:57
3427,10513,9/14/2016 23:58
3427,10636,9/15/2016 7:06
3427,10603,9/15/2016 7:07
3427,10570,9/15/2016 7:08
3427,10637,9/15/2016 7:28
3427,10637,9/16/2016 12:48
3427,10570,9/16/2016 14:04
3427,10636,9/18/2016 2:22
3427,10651,9/18/2016 2:22
3427,10636,9/18/2016 2:22
3427,10636,9/18/2016 2:23
3427,10651,9/18/2016 2:23
3427,10651,9/19/2016 1:46
3427,10619,9/19/2016 1:48
3427,10636,9/20/2016 0:38
3427,10665,9/22/2016 14:23
3427,10665,9/22/2016 14:24
3427,10665,9/23/2016 8:26
3427,10636,9/23/2016 8:38
3427,10665,9/23/2016 11:52
3427,10616,9/25/2016 10:37
3427,10591,9/25/2016 10:38
3427,10617,9/25/2016 12:18
3427,10649,9/25/2016 12:36
3427,10591,9/30/2016 11:07
3427,10620,9/30/2016 11:08
3427,10620,9/30/2016 14:32
3427,10664,10/10/2016 14:19
3427,10558,10/11/2016 7:28
3427,10526,10/11/2016 14:44
3427,10610,10/11/2016 14:57
3427,10507,10/11/2016 14:58
3427,10687,10/11/2016 15:00
3428,10546,9/2/2016 10:03
3428,10525,9/2/2016 10:13
3428,10564,9/2/2016 15:20
3428,10564,9/2/2016 15:21
3428,10558,9/2/2016 15:22
3428,10546,9/2/2016 15:23
3428,10564,9/2/2016 15:25
3428,10564,9/2/2016 15:28
3428,10564,9/2/2016 15:29
3428,10564,9/2/2016 15:34
3428,10564,9/2/2016 15:46
3428,10564,9/2/2016 15:47
3428,10564,9/2/2016 15:52
3428,10564,9/2/2016 15:53
3428,10505,9/2/2016 15:54
3428,10523,9/2/2016 15:57
3428,10549,9/2/2016 16:26
3428,10564,9/3/2016 14:46
3428,10523,9/5/2016 12:07
3428,10562,9/5/2016 12:07
3428,10502,9/5/2016 12:12
3428,10532,9/5/2016 12:12
3428,10558,9/5/2016 12:13
3428,10523,9/5/2016 15:35
3428,10562,9/5/2016 15:35
3428,10562,9/5/2016 15:35
3428,10562,9/5/2016 17:06
3428,10562,9/6/2016 18:27
3428,10564,9/6/2016 22:29
3428,10558,9/6/2016 22:32
3428,10558,9/7/2016 13:47
3428,10558,9/7/2016 13:50
3428,10591,9/7/2016 15:31
3428,10563,9/7/2016 15:31
3428,10496,9/7/2016 15:31
3428,10564,9/7/2016 15:32
3428,10558,9/7/2016 15:34
3428,10570,9/7/2016 15:43
3428,10558,9/8/2016 15:48
3428,10558,9/9/2016 13:02
3428,10558,9/9/2016 13:56
3428,10558,9/9/2016 14:01
3428,10558,9/10/2016 11:47
3428,10600,9/13/2016 12:42
3428,10599,9/13/2016 12:43
3428,10578,9/13/2016 12:44
3428,10570,9/13/2016 12:44
3428,10513,9/13/2016 12:45
3428,10534,9/13/2016 13:28
3428,10558,9/14/2016 1:06
3428,10564,9/15/2016 0:02
3428,10558,9/15/2016 0:03
3428,10637,9/15/2016 8:57
3428,10558,9/16/2016 10:24
3428,10513,9/16/2016 10:25
3428,10513,9/16/2016 15:24
3428,10615,9/19/2016 15:30
3428,10631,9/19/2016 15:31
3428,10605,9/19/2016 15:31
3428,10665,9/19/2016 15:32
3428,10631,9/19/2016 15:41
3428,10558,9/20/2016 13:57
3428,10631,9/20/2016 13:57
3428,10558,9/21/2016 11:10
3428,10631,9/21/2016 11:16
3428,10645,9/21/2016 14:45
3428,10564,9/21/2016 14:48
3428,10564,9/21/2016 14:49
3428,10636,9/21/2016 15:16
3428,10591,9/21/2016 15:17
3428,10627,9/21/2016 15:25
3428,10616,9/21/2016 15:28
3428,10619,9/21/2016 15:29
3428,10528,9/21/2016 15:38
3428,10612,9/21/2016 15:41
3428,10677,9/21/2016 15:52
3428,10558,9/21/2016 15:53
3428,10662,9/21/2016 20:09
3428,10665,9/21/2016 20:12
3428,10662,9/21/2016 20:29
3428,10558,9/23/2016 14:59
3428,10636,9/23/2016 14:59
3428,10558,9/23/2016 17:45
3428,10558,9/25/2016 17:11
3428,10665,9/25/2016 17:12
3428,10681,9/25/2016 17:20
3428,10620,9/25/2016 17:25
3428,10676,9/25/2016 17:32
3428,10665,9/25/2016 20:33
3428,10620,9/26/2016 14:04
3428,10620,9/26/2016 16:28
3428,10620,9/26/2016 16:32
3428,10549,9/26/2016 18:34
3428,10505,9/26/2016 18:34
3428,10532,9/26/2016 18:40
3428,10532,9/26/2016 18:40
3428,10525,9/26/2016 19:05
3428,10610,9/26/2016 19:07
3428,10585,9/26/2016 19:10
3428,10599,9/26/2016 19:10
3428,10578,9/26/2016 19:11
3428,10681,9/27/2016 9:58
3428,10681,9/27/2016 22:30
3428,10681,9/28/2016 23:19
3428,10681,9/28/2016 23:44
3428,10591,9/29/2016 0:28
3428,10591,9/29/2016 0:28
3428,10616,9/29/2016 2:31
3428,10676,9/29/2016 2:34
3428,10558,9/30/2016 14:02
3428,10620,9/30/2016 14:02
3428,10513,10/4/2016 2:42
3428,10564,10/4/2016 2:43
3428,10681,10/4/2016 2:46
3428,10534,10/4/2016 2:47
3428,10522,10/4/2016 3:01
3428,10465,10/4/2016 3:01
3428,10552,10/4/2016 3:02
3428,10565,10/4/2016 3:03
3428,10544,10/4/2016 3:04
3428,10546,10/4/2016 3:04
3428,10541,10/4/2016 3:06
3428,10686,10/4/2016 3:06
3428,10567,10/4/2016 3:08
3428,10558,10/5/2016 15:01
3428,10558,10/5/2016 15:29
3428,10558,10/12/2016 16:42
3428,10558,10/12/2016 20:22
3428,10558,10/14/2016 13:19
3428,10558,10/16/2016 2:02
3428,10620,10/16/2016 2:04
3428,10558,10/18/2016 10:10
3428,10558,10/21/2016 11:10
3428,10558,10/22/2016 18:36
3428,10558,11/3/2016 21:42
3430,10523,9/1/2016 10:41
3430,10543,9/1/2016 10:43
3430,10545,9/1/2016 10:43
3430,10552,9/1/2016 11:01
3430,10546,9/1/2016 15:36
3430,10552,9/1/2016 15:38
3430,10534,9/1/2016 15:39
3430,10523,9/5/2016 21:18
3430,10562,9/5/2016 21:19
3430,10558,9/5/2016 21:54
3430,10523,9/5/2016 22:03
3430,10523,9/5/2016 22:06
3430,10562,9/5/2016 22:09
3430,10523,9/5/2016 22:31
3430,10562,9/6/2016 13:37
3430,10523,9/6/2016 15:52
3430,10523,9/6/2016 21:44
3430,10581,9/8/2016 16:49
3430,10532,9/9/2016 10:17
3430,10589,9/9/2016 10:18
3430,10610,9/9/2016 10:20
3430,10589,9/9/2016 10:29
3430,10551,9/9/2016 10:44
3430,10581,9/9/2016 10:45
3430,10503,9/9/2016 10:46
3430,10599,9/9/2016 10:48
